REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2025/10/01 04:10:00,6233.6,57.01,TRADE
NSW1,2025/10/01 04:15:00,6229.51,59.70,TRADE
NSW1,2025/10/01 04:20:00,6210.01,56.98,TRADE
NSW1,2025/10/01 04:25:00,6222.07,56.98,TRADE
NSW1,2025/10/01 04:30:00,6255.41,57.01,TRADE
NSW1,2025/10/01 04:35:00,6245.64,57.01,TRADE
NSW1,2025/10/01 04:40:00,6254.41,57.01,TRADE
NSW1,2025/10/01 04:45:00,6239.32,65.25,TRADE
NSW1,2025/10/01 04:50:00,6284.67,65,TRADE
NSW1,2025/10/01 04:55:00,6317.62,65,TRADE
NSW1,2025/10/01 05:00:00,6348.26,65,TRADE
NSW1,2025/10/01 05:05:00,6364.88,57.01,TRADE
NSW1,2025/10/01 05:10:00,6439.31,65,TRADE
NSW1,2025/10/01 05:15:00,6463.57,65.25,TRADE
NSW1,2025/10/01 05:20:00,6485.19,57.01,TRADE
NSW1,2025/10/01 05:25:00,6547.1,56.98,TRADE
NSW1,2025/10/01 05:30:00,6507.26,57.01,TRADE
NSW1,2025/10/01 05:35:00,6552.48,57.01,TRADE
NSW1,2025/10/01 05:40:00,6622.83,65,TRADE
NSW1,2025/10/01 05:45:00,6583.13,57.01,TRADE
NSW1,2025/10/01 05:50:00,6631.77,57.01,TRADE
NSW1,2025/10/01 05:55:00,6651.75,57.01,TRADE
NSW1,2025/10/01 06:00:00,6680.97,57.01,TRADE
NSW1,2025/10/01 06:05:00,6677.55,-9.56,TRADE
NSW1,2025/10/01 06:10:00,6854.75,57.01,TRADE
NSW1,2025/10/01 06:15:00,6790.05,56.98,TRADE
NSW1,2025/10/01 06:20:00,6885.78,57.01,TRADE
NSW1,2025/10/01 06:25:00,6817.51,13.01,TRADE
NSW1,2025/10/01 06:30:00,6888.13,-10,TRADE
NSW1,2025/10/01 06:35:00,6812.44,-10,TRADE
NSW1,2025/10/01 06:40:00,6841.96,-10,TRADE
NSW1,2025/10/01 06:45:00,6779.97,-6,TRADE
NSW1,2025/10/01 06:50:00,6772.66,-6,TRADE
NSW1,2025/10/01 06:55:00,6728.1,-7.92,TRADE
NSW1,2025/10/01 07:00:00,6694.52,-6.66,TRADE
NSW1,2025/10/01 07:05:00,6747.51,13.01,TRADE
NSW1,2025/10/01 07:10:00,6797.23,34.41,TRADE
NSW1,2025/10/01 07:15:00,6765.66,-9.66,TRADE
NSW1,2025/10/01 07:20:00,6771.04,-0.01,TRADE
NSW1,2025/10/01 07:25:00,6820.96,55.50,TRADE
NSW1,2025/10/01 07:30:00,6721.15,13.02,TRADE
NSW1,2025/10/01 07:35:00,6718.37,37.01,TRADE
NSW1,2025/10/01 07:40:00,6629.03,-13.25,TRADE
NSW1,2025/10/01 07:45:00,6518.46,-0.01,TRADE
NSW1,2025/10/01 07:50:00,6538.12,10.42,TRADE
NSW1,2025/10/01 07:55:00,6431.73,-9.66,TRADE
NSW1,2025/10/01 08:00:00,6400.72,-9.80,TRADE
NSW1,2025/10/01 08:05:00,6326.86,-10.94,TRADE
NSW1,2025/10/01 08:10:00,6339.18,-0.09,TRADE
NSW1,2025/10/01 08:15:00,6247.07,-9.90,TRADE
NSW1,2025/10/01 08:20:00,6147.62,-12.01,TRADE
NSW1,2025/10/01 08:25:00,6040.28,-15.49,TRADE
NSW1,2025/10/01 08:30:00,5948.95,-10.92,TRADE
NSW1,2025/10/01 08:35:00,5726.32,-10.95,TRADE
NSW1,2025/10/01 08:40:00,5733.42,-14.34,TRADE
NSW1,2025/10/01 08:45:00,5615.54,-12,TRADE
NSW1,2025/10/01 08:50:00,5580.06,-8.36,TRADE
NSW1,2025/10/01 08:55:00,5382.08,-9.85,TRADE
NSW1,2025/10/01 09:00:00,5467.35,-22.56,TRADE
NSW1,2025/10/01 09:05:00,5460.03,-9.68,TRADE
NSW1,2025/10/01 09:10:00,5536.26,0,TRADE
NSW1,2025/10/01 09:15:00,5326.2,-27.90,TRADE
NSW1,2025/10/01 09:20:00,5242.33,-20.41,TRADE
NSW1,2025/10/01 09:25:00,5263.38,-13.98,TRADE
NSW1,2025/10/01 09:30:00,5168.39,-12.57,TRADE
NSW1,2025/10/01 09:35:00,5044.74,-12.01,TRADE
NSW1,2025/10/01 09:40:00,4968.62,-12,TRADE
NSW1,2025/10/01 09:45:00,4973.04,-12,TRADE
NSW1,2025/10/01 09:50:00,4937.59,-11.01,TRADE
NSW1,2025/10/01 09:55:00,4769.94,-13.10,TRADE
NSW1,2025/10/01 10:00:00,4811.48,-12.20,TRADE
NSW1,2025/10/01 10:05:00,4769.25,-18.79,TRADE
NSW1,2025/10/01 10:10:00,4730.45,-13.22,TRADE
NSW1,2025/10/01 10:15:00,4713.86,-12.59,TRADE
NSW1,2025/10/01 10:20:00,4724.06,-14.99,TRADE
NSW1,2025/10/01 10:25:00,4648.29,-14.99,TRADE
NSW1,2025/10/01 10:30:00,4610.92,-12.18,TRADE
NSW1,2025/10/01 10:35:00,4589.81,-12.01,TRADE
NSW1,2025/10/01 10:40:00,4574.69,-14.99,TRADE
NSW1,2025/10/01 10:45:00,4554.6,-18.82,TRADE
NSW1,2025/10/01 10:50:00,4495.27,-14.99,TRADE
NSW1,2025/10/01 10:55:00,4406.59,-12.33,TRADE
NSW1,2025/10/01 11:00:00,4331.49,-21.40,TRADE
NSW1,2025/10/01 11:05:00,4463.77,-16.84,TRADE
NSW1,2025/10/01 11:10:00,4478.47,-14.87,TRADE
NSW1,2025/10/01 11:15:00,4400.64,-18.21,TRADE
NSW1,2025/10/01 11:20:00,4413.55,-14.44,TRADE
NSW1,2025/10/01 11:25:00,4502.8,-14.51,TRADE
NSW1,2025/10/01 11:30:00,4340.85,-23.54,TRADE
NSW1,2025/10/01 11:35:00,4351.17,-14.99,TRADE
NSW1,2025/10/01 11:40:00,4578.08,-13.08,TRADE
NSW1,2025/10/01 11:45:00,4582.32,-12.01,TRADE
NSW1,2025/10/01 11:50:00,4569.35,-19.83,TRADE
NSW1,2025/10/01 11:55:00,4590.95,-14.70,TRADE
NSW1,2025/10/01 12:00:00,4612.8,-12.93,TRADE
NSW1,2025/10/01 12:05:00,4470.95,-17.85,TRADE
NSW1,2025/10/01 12:10:00,4460.9,-12.93,TRADE
NSW1,2025/10/01 12:15:00,4279.26,-27.90,TRADE
NSW1,2025/10/01 12:20:00,4320.97,-12.66,TRADE
NSW1,2025/10/01 12:25:00,4272.16,-18,TRADE
NSW1,2025/10/01 12:30:00,4211.13,-14.44,TRADE
NSW1,2025/10/01 12:35:00,4173.92,-23,TRADE
NSW1,2025/10/01 12:40:00,4286.76,-18,TRADE
NSW1,2025/10/01 12:45:00,4246.58,-18,TRADE
NSW1,2025/10/01 12:50:00,4333.48,-12.01,TRADE
NSW1,2025/10/01 12:55:00,4344.31,-13.79,TRADE
NSW1,2025/10/01 13:00:00,4379.51,-16.48,TRADE
NSW1,2025/10/01 13:05:00,4399.38,-16.56,TRADE
NSW1,2025/10/01 13:10:00,4496.99,-13.70,TRADE
NSW1,2025/10/01 13:15:00,4532.73,-12.01,TRADE
NSW1,2025/10/01 13:20:00,4443.35,-12,TRADE
NSW1,2025/10/01 13:25:00,4498.84,-13.94,TRADE
NSW1,2025/10/01 13:30:00,4453.08,-14.35,TRADE
NSW1,2025/10/01 13:35:00,4546.85,-12,TRADE
NSW1,2025/10/01 13:40:00,4603.4,-15.53,TRADE
NSW1,2025/10/01 13:45:00,4617.72,-15.78,TRADE
NSW1,2025/10/01 13:50:00,4721.08,-13.55,TRADE
NSW1,2025/10/01 13:55:00,4784.4,-16.79,TRADE
NSW1,2025/10/01 14:00:00,4801.08,-19.41,TRADE
NSW1,2025/10/01 14:05:00,4847.59,-13.98,TRADE
NSW1,2025/10/01 14:10:00,4906.87,-15.17,TRADE
NSW1,2025/10/01 14:15:00,4970.52,-23.97,TRADE
NSW1,2025/10/01 14:20:00,4955.29,-20.88,TRADE
NSW1,2025/10/01 14:25:00,5130.44,-14.72,TRADE
NSW1,2025/10/01 14:30:00,5106.68,-22.67,TRADE
NSW1,2025/10/01 14:35:00,5209.71,-16.80,TRADE
NSW1,2025/10/01 14:40:00,5258.35,-15.83,TRADE
NSW1,2025/10/01 14:45:00,5307.26,-14.32,TRADE
NSW1,2025/10/01 14:50:00,5378.59,-15.38,TRADE
NSW1,2025/10/01 14:55:00,5522.88,-13.29,TRADE
NSW1,2025/10/01 15:00:00,5583.32,-14.99,TRADE
NSW1,2025/10/01 15:05:00,5637.38,-22.25,TRADE
NSW1,2025/10/01 15:10:00,5741.59,-21.50,TRADE
NSW1,2025/10/01 15:15:00,5841.6,-14.48,TRADE
NSW1,2025/10/01 15:20:00,5921.93,-17.10,TRADE
NSW1,2025/10/01 15:25:00,6048.05,-15.50,TRADE
NSW1,2025/10/01 15:30:00,6147.64,-16.45,TRADE
NSW1,2025/10/01 15:35:00,6222.1,-14.99,TRADE
NSW1,2025/10/01 15:40:00,6355.69,-13.54,TRADE
NSW1,2025/10/01 15:45:00,6527.93,-14.79,TRADE
NSW1,2025/10/01 15:50:00,6554.79,-13.79,TRADE
NSW1,2025/10/01 15:55:00,6697.41,-14.32,TRADE
NSW1,2025/10/01 16:00:00,6790.32,-14.32,TRADE
NSW1,2025/10/01 16:05:00,6917.25,-13.90,TRADE
NSW1,2025/10/01 16:10:00,6997.76,-12.01,TRADE
NSW1,2025/10/01 16:15:00,7070.04,-11.51,TRADE
NSW1,2025/10/01 16:20:00,7175.9,-11.80,TRADE
NSW1,2025/10/01 16:25:00,7304.62,-9.50,TRADE
NSW1,2025/10/01 16:30:00,7419.63,-7.10,TRADE
NSW1,2025/10/01 16:35:00,7492.54,-12.68,TRADE
NSW1,2025/10/01 16:40:00,7594.46,-9.50,TRADE
NSW1,2025/10/01 16:45:00,7711.35,0,TRADE
NSW1,2025/10/01 16:50:00,7846.26,37.01,TRADE
NSW1,2025/10/01 16:55:00,7928.86,0.47,TRADE
NSW1,2025/10/01 17:00:00,8033.7,57.02,TRADE
NSW1,2025/10/01 17:05:00,8138.16,80.01,TRADE
NSW1,2025/10/01 17:10:00,8174.49,29.51,TRADE
NSW1,2025/10/01 17:15:00,8226.01,13.01,TRADE
NSW1,2025/10/01 17:20:00,8314.9,80.01,TRADE
NSW1,2025/10/01 17:25:00,8323.58,84.79,TRADE
NSW1,2025/10/01 17:30:00,8418.15,120.01,TRADE
NSW1,2025/10/01 17:35:00,8497.61,158.94,TRADE
NSW1,2025/10/01 17:40:00,8503.71,98.66,TRADE
NSW1,2025/10/01 17:45:00,8593.49,120.01,TRADE
NSW1,2025/10/01 17:50:00,8622.02,76.68,TRADE
NSW1,2025/10/01 17:55:00,8669.31,80.01,TRADE
NSW1,2025/10/01 18:00:00,8588.16,84.79,TRADE
NSW1,2025/10/01 18:05:00,8672.06,156.62,TRADE
NSW1,2025/10/01 18:10:00,8602.94,80.01,TRADE
NSW1,2025/10/01 18:15:00,8685.54,125.57,TRADE
NSW1,2025/10/01 18:20:00,8687.3,125.57,TRADE
NSW1,2025/10/01 18:25:00,8702.88,80.01,TRADE
NSW1,2025/10/01 18:30:00,8767.9,125.57,TRADE
NSW1,2025/10/01 18:35:00,8786.89,121.97,TRADE
NSW1,2025/10/01 18:40:00,8668.88,124.01,TRADE
NSW1,2025/10/01 18:45:00,8696.49,84.79,TRADE
NSW1,2025/10/01 18:50:00,8773.5,80.01,TRADE
NSW1,2025/10/01 18:55:00,8729.43,125.57,TRADE
NSW1,2025/10/01 19:00:00,8637.87,125.57,TRADE
NSW1,2025/10/01 19:05:00,8556.98,71.40,TRADE
NSW1,2025/10/01 19:10:00,8562.68,121.99,TRADE
NSW1,2025/10/01 19:15:00,8478.82,80.01,TRADE
NSW1,2025/10/01 19:20:00,8490.8,84.79,TRADE
NSW1,2025/10/01 19:25:00,8497.3,75.01,TRADE
NSW1,2025/10/01 19:30:00,8398.64,71.40,TRADE
NSW1,2025/10/01 19:35:00,8417.29,71.40,TRADE
NSW1,2025/10/01 19:40:00,8337.89,80.01,TRADE
NSW1,2025/10/01 19:45:00,8255.94,84.79,TRADE
NSW1,2025/10/01 19:50:00,8319.73,84.79,TRADE
NSW1,2025/10/01 19:55:00,8275.1,84.79,TRADE
NSW1,2025/10/01 20:00:00,8227.9,84.79,TRADE
NSW1,2025/10/01 20:05:00,8233.8,80.01,TRADE
NSW1,2025/10/01 20:10:00,8278.35,80.01,TRADE
NSW1,2025/10/01 20:15:00,8190.61,64.89,TRADE
NSW1,2025/10/01 20:20:00,8212.02,75.66,TRADE
NSW1,2025/10/01 20:25:00,8163.17,64.89,TRADE
NSW1,2025/10/01 20:30:00,8156.06,64.89,TRADE
NSW1,2025/10/01 20:35:00,8076.68,80.01,TRADE
NSW1,2025/10/01 20:40:00,8176.36,82.55,TRADE
NSW1,2025/10/01 20:45:00,8085.66,64.89,TRADE
NSW1,2025/10/01 20:50:00,8067.27,64.89,TRADE
NSW1,2025/10/01 20:55:00,8132.23,94.22,TRADE
NSW1,2025/10/01 21:00:00,7943.84,64.89,TRADE
NSW1,2025/10/01 21:05:00,8039.2,71.40,TRADE
NSW1,2025/10/01 21:10:00,8014.21,80.01,TRADE
NSW1,2025/10/01 21:15:00,7980.48,57.54,TRADE
NSW1,2025/10/01 21:20:00,7915.29,64.89,TRADE
NSW1,2025/10/01 21:25:00,7933.83,64.89,TRADE
NSW1,2025/10/01 21:30:00,7818.8,57.36,TRADE
NSW1,2025/10/01 21:35:00,7788.66,76.68,TRADE
NSW1,2025/10/01 21:40:00,7767.89,64.89,TRADE
NSW1,2025/10/01 21:45:00,7699.45,57.01,TRADE
NSW1,2025/10/01 21:50:00,7738.3,79.76,TRADE
NSW1,2025/10/01 21:55:00,7639.24,56.98,TRADE
NSW1,2025/10/01 22:00:00,7709.68,74.90,TRADE
NSW1,2025/10/01 22:05:00,7536.6,57.01,TRADE
NSW1,2025/10/01 22:10:00,7713.43,103.65,TRADE
NSW1,2025/10/01 22:15:00,7658,64.89,TRADE
NSW1,2025/10/01 22:20:00,7592.19,53.28,TRADE
NSW1,2025/10/01 22:25:00,7523.51,56.98,TRADE
NSW1,2025/10/01 22:30:00,7661.1,71.40,TRADE
NSW1,2025/10/01 22:35:00,7580.78,71.40,TRADE
NSW1,2025/10/01 22:40:00,7433.31,64.89,TRADE
NSW1,2025/10/01 22:45:00,7413.39,64.89,TRADE
NSW1,2025/10/01 22:50:00,7452.34,76.68,TRADE
NSW1,2025/10/01 22:55:00,7513.75,80.01,TRADE
NSW1,2025/10/01 23:00:00,7419.96,56.98,TRADE
NSW1,2025/10/01 23:05:00,7384.67,64.89,TRADE
NSW1,2025/10/01 23:10:00,7438.74,80.01,TRADE
NSW1,2025/10/01 23:15:00,7411.72,78.73,TRADE
NSW1,2025/10/01 23:20:00,7313.19,57.01,TRADE
NSW1,2025/10/01 23:25:00,7371.94,71.40,TRADE
NSW1,2025/10/01 23:30:00,7320.89,80.01,TRADE
NSW1,2025/10/01 23:35:00,7208.78,80.01,TRADE
NSW1,2025/10/01 23:40:00,7237.41,64.89,TRADE
NSW1,2025/10/01 23:45:00,7279.48,79.76,TRADE
NSW1,2025/10/01 23:50:00,7259.74,76.73,TRADE
NSW1,2025/10/01 23:55:00,7236.96,78.91,TRADE
NSW1,2025/10/02 00:00:00,7204.19,78.42,TRADE
NSW1,2025/10/02 00:05:00,7202.47,71.40,TRADE
NSW1,2025/10/02 00:10:00,7126.72,80.01,TRADE
NSW1,2025/10/02 00:15:00,7126.54,84.21,TRADE
NSW1,2025/10/02 00:20:00,7090.63,71.40,TRADE
NSW1,2025/10/02 00:25:00,6983.12,81.13,TRADE
NSW1,2025/10/02 00:30:00,7025.24,73.98,TRADE
NSW1,2025/10/02 00:35:00,6952.19,71.40,TRADE
NSW1,2025/10/02 00:40:00,6922.68,84.79,TRADE
NSW1,2025/10/02 00:45:00,6944.91,97.91,TRADE
NSW1,2025/10/02 00:50:00,6975.29,85.88,TRADE
NSW1,2025/10/02 00:55:00,6912.58,83.95,TRADE
NSW1,2025/10/02 01:00:00,6908.76,84.79,TRADE
NSW1,2025/10/02 01:05:00,6877.44,76.68,TRADE
NSW1,2025/10/02 01:10:00,6901.06,84.16,TRADE
NSW1,2025/10/02 01:15:00,6890.93,85.98,TRADE
NSW1,2025/10/02 01:20:00,6747.91,75.01,TRADE
NSW1,2025/10/02 01:25:00,6700.52,78.16,TRADE
NSW1,2025/10/02 01:30:00,6709.28,80.01,TRADE
NSW1,2025/10/02 01:35:00,6716.03,71.40,TRADE
NSW1,2025/10/02 01:40:00,6657.79,80.01,TRADE
NSW1,2025/10/02 01:45:00,6721.39,80.01,TRADE
NSW1,2025/10/02 01:50:00,6672.03,80.01,TRADE
NSW1,2025/10/02 01:55:00,6599.84,57.01,TRADE
NSW1,2025/10/02 02:00:00,6617.44,62,TRADE
NSW1,2025/10/02 02:05:00,6584.24,71.40,TRADE
NSW1,2025/10/02 02:10:00,6483.11,80.01,TRADE
NSW1,2025/10/02 02:15:00,6430.55,37.02,TRADE
NSW1,2025/10/02 02:20:00,6492.12,76.68,TRADE
NSW1,2025/10/02 02:25:00,6439.53,56.98,TRADE
NSW1,2025/10/02 02:30:00,6470.08,57.01,TRADE
NSW1,2025/10/02 02:35:00,6363.42,71.40,TRADE
NSW1,2025/10/02 02:40:00,6477.41,77.93,TRADE
NSW1,2025/10/02 02:45:00,6418.57,77.95,TRADE
NSW1,2025/10/02 02:50:00,6460.01,77.90,TRADE
NSW1,2025/10/02 02:55:00,6438.72,76.92,TRADE
NSW1,2025/10/02 03:00:00,6295.07,0,TRADE
NSW1,2025/10/02 03:05:00,6350.01,57.01,TRADE
NSW1,2025/10/02 03:10:00,6393.09,61.01,TRADE
NSW1,2025/10/02 03:15:00,6391.62,57.01,TRADE
NSW1,2025/10/02 03:20:00,6372.95,57.01,TRADE
NSW1,2025/10/02 03:25:00,6329.15,56.98,TRADE
NSW1,2025/10/02 03:30:00,6354.06,56.98,TRADE
NSW1,2025/10/02 03:35:00,6308.33,57.01,TRADE
NSW1,2025/10/02 03:40:00,6373,61.01,TRADE
NSW1,2025/10/02 03:45:00,6388.42,57.01,TRADE
NSW1,2025/10/02 03:50:00,6286,37.02,TRADE
NSW1,2025/10/02 03:55:00,6234.24,56.98,TRADE
NSW1,2025/10/02 04:00:00,6315.15,62,TRADE
NSW1,2025/10/02 04:05:00,6304.85,35.88,TRADE
NSW1,2025/10/02 04:10:00,6355.49,35.88,TRADE
NSW1,2025/10/02 04:15:00,6310.66,34.75,TRADE
NSW1,2025/10/02 04:20:00,6316.07,35.88,TRADE
NSW1,2025/10/02 04:25:00,6310.85,35.88,TRADE
NSW1,2025/10/02 04:30:00,6334.75,42.99,TRADE
NSW1,2025/10/02 04:35:00,6299.87,35.88,TRADE
NSW1,2025/10/02 04:40:00,6277.04,35.88,TRADE
NSW1,2025/10/02 04:45:00,6337.83,65,TRADE
NSW1,2025/10/02 04:50:00,6376.02,36.75,TRADE
NSW1,2025/10/02 04:55:00,6439.21,60.48,TRADE
NSW1,2025/10/02 05:00:00,6403.59,35.88,TRADE
NSW1,2025/10/02 05:05:00,6423.12,35.88,TRADE
NSW1,2025/10/02 05:10:00,6470.27,35.88,TRADE
NSW1,2025/10/02 05:15:00,6488.44,35.88,TRADE
NSW1,2025/10/02 05:20:00,6562.71,61.97,TRADE
NSW1,2025/10/02 05:25:00,6577.12,56.98,TRADE
NSW1,2025/10/02 05:30:00,6585.59,61.47,TRADE
NSW1,2025/10/02 05:35:00,6642.08,61.97,TRADE
NSW1,2025/10/02 05:40:00,6662.31,56.98,TRADE
NSW1,2025/10/02 05:45:00,6574.23,34.75,TRADE
NSW1,2025/10/02 05:50:00,6631.07,35.88,TRADE
NSW1,2025/10/02 05:55:00,6613.63,34.26,TRADE
NSW1,2025/10/02 06:00:00,6613.94,34.75,TRADE
NSW1,2025/10/02 06:05:00,6566.06,-10,TRADE
NSW1,2025/10/02 06:10:00,6701.49,34.75,TRADE
NSW1,2025/10/02 06:15:00,6658,-10,TRADE
NSW1,2025/10/02 06:20:00,6671.66,-11.80,TRADE
NSW1,2025/10/02 06:25:00,6670.55,-11.79,TRADE
NSW1,2025/10/02 06:30:00,6650.42,-11.70,TRADE
NSW1,2025/10/02 06:35:00,6639.68,-9.75,TRADE
NSW1,2025/10/02 06:40:00,6806.35,-9.86,TRADE
NSW1,2025/10/02 06:45:00,6744.04,-10.86,TRADE
NSW1,2025/10/02 06:50:00,6645.46,-11.40,TRADE
NSW1,2025/10/02 06:55:00,6614.78,-11.39,TRADE
NSW1,2025/10/02 07:00:00,6507.07,-10.58,TRADE
NSW1,2025/10/02 07:05:00,6418.96,-10.70,TRADE
NSW1,2025/10/02 07:10:00,6327.4,-10.95,TRADE
NSW1,2025/10/02 07:15:00,6215.65,-10.48,TRADE
NSW1,2025/10/02 07:20:00,6143.51,-10.68,TRADE
NSW1,2025/10/02 07:25:00,6151.04,-10.33,TRADE
NSW1,2025/10/02 07:30:00,6097.37,-10.18,TRADE
NSW1,2025/10/02 07:35:00,6004.98,-10.18,TRADE
NSW1,2025/10/02 07:40:00,5917.18,-11.19,TRADE
NSW1,2025/10/02 07:45:00,5878.85,-11.18,TRADE
NSW1,2025/10/02 07:50:00,5829.6,-10.95,TRADE
NSW1,2025/10/02 07:55:00,5745.35,-10.69,TRADE
NSW1,2025/10/02 08:00:00,5652.82,-10.62,TRADE
NSW1,2025/10/02 08:05:00,5510.21,-11.16,TRADE
NSW1,2025/10/02 08:10:00,5519.09,-10.56,TRADE
NSW1,2025/10/02 08:15:00,5444.81,-10.76,TRADE
NSW1,2025/10/02 08:20:00,5421.09,-11.81,TRADE
NSW1,2025/10/02 08:25:00,5294.86,-12.01,TRADE
NSW1,2025/10/02 08:30:00,5251.29,-12.62,TRADE
NSW1,2025/10/02 08:35:00,5220.42,-13.38,TRADE
NSW1,2025/10/02 08:40:00,5126.39,-12.86,TRADE
NSW1,2025/10/02 08:45:00,4998.53,-12.26,TRADE
NSW1,2025/10/02 08:50:00,5042.44,-12.20,TRADE
NSW1,2025/10/02 08:55:00,4923.04,-14.32,TRADE
NSW1,2025/10/02 09:00:00,4879.35,-20.98,TRADE
NSW1,2025/10/02 09:05:00,4997.29,-15.66,TRADE
NSW1,2025/10/02 09:10:00,5051.77,-13.72,TRADE
NSW1,2025/10/02 09:15:00,4934.29,-15.67,TRADE
NSW1,2025/10/02 09:20:00,4917.72,-9.83,TRADE
NSW1,2025/10/02 09:25:00,4948.93,-12.67,TRADE
NSW1,2025/10/02 09:30:00,4810.54,-27.50,TRADE
NSW1,2025/10/02 09:35:00,4930.46,-13.84,TRADE
NSW1,2025/10/02 09:40:00,4688.29,-14.32,TRADE
NSW1,2025/10/02 09:45:00,4633.49,-18.39,TRADE
NSW1,2025/10/02 09:50:00,4712.42,-15.47,TRADE
NSW1,2025/10/02 09:55:00,4663.07,-17.50,TRADE
NSW1,2025/10/02 10:00:00,4664.75,-19.55,TRADE
NSW1,2025/10/02 10:05:00,4529.61,-17.47,TRADE
NSW1,2025/10/02 10:10:00,4619.25,-13.50,TRADE
NSW1,2025/10/02 10:15:00,4534.4,-21.37,TRADE
NSW1,2025/10/02 10:20:00,4565.03,-19.86,TRADE
NSW1,2025/10/02 10:25:00,4535.61,-15.99,TRADE
NSW1,2025/10/02 10:30:00,4335.04,-15.58,TRADE
NSW1,2025/10/02 10:35:00,4319.95,-18.22,TRADE
NSW1,2025/10/02 10:40:00,4559.38,-17.50,TRADE
NSW1,2025/10/02 10:45:00,4522.75,-13.88,TRADE
NSW1,2025/10/02 10:50:00,4457.84,-13.82,TRADE
NSW1,2025/10/02 10:55:00,4372.5,-16.54,TRADE
NSW1,2025/10/02 11:00:00,4373.72,-13.65,TRADE
NSW1,2025/10/02 11:05:00,4391.71,-14.99,TRADE
NSW1,2025/10/02 11:10:00,4363.69,-12.35,TRADE
NSW1,2025/10/02 11:15:00,4403.3,-14.99,TRADE
NSW1,2025/10/02 11:20:00,4437.05,-24.79,TRADE
NSW1,2025/10/02 11:25:00,4440.06,-14.99,TRADE
NSW1,2025/10/02 11:30:00,4396.4,-15.33,TRADE
NSW1,2025/10/02 11:35:00,4406.26,-11.01,TRADE
NSW1,2025/10/02 11:40:00,4447.8,-12.75,TRADE
NSW1,2025/10/02 11:45:00,4415.39,-15.14,TRADE
NSW1,2025/10/02 11:50:00,4414.69,-15.16,TRADE
NSW1,2025/10/02 11:55:00,4472.42,-12.01,TRADE
