REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
NSW1,2025/07/01 00:05:00,8564.89,176.71,TRADE
NSW1,2025/07/01 00:10:00,8550.27,182.67,TRADE
NSW1,2025/07/01 00:15:00,8437.46,169.61,TRADE
NSW1,2025/07/01 00:20:00,8462.99,185.72,TRADE
NSW1,2025/07/01 00:25:00,8425.37,185.85,TRADE
NSW1,2025/07/01 00:30:00,8369.1,185.97,TRADE
NSW1,2025/07/01 00:35:00,8368.54,182.98,TRADE
NSW1,2025/07/01 00:40:00,8384.22,185.01,TRADE
NSW1,2025/07/01 00:45:00,8280.98,158.50,TRADE
NSW1,2025/07/01 00:50:00,8347,178.59,TRADE
NSW1,2025/07/01 00:55:00,8232.55,162.36,TRADE
NSW1,2025/07/01 01:00:00,8193.99,159.88,TRADE
NSW1,2025/07/01 01:05:00,8153.17,159.90,TRADE
NSW1,2025/07/01 01:10:00,8242.76,179.07,TRADE
NSW1,2025/07/01 01:15:00,8196.18,160,TRADE
NSW1,2025/07/01 01:20:00,8150.24,176.94,TRADE
NSW1,2025/07/01 01:25:00,8027.24,157.47,TRADE
NSW1,2025/07/01 01:30:00,8013.47,157.49,TRADE
NSW1,2025/07/01 01:35:00,7975.76,176.71,TRADE
NSW1,2025/07/01 01:40:00,7972.04,175.62,TRADE
NSW1,2025/07/01 01:45:00,7937.63,176.71,TRADE
NSW1,2025/07/01 01:50:00,7902.93,176.71,TRADE
NSW1,2025/07/01 01:55:00,7790.5,160.16,TRADE
NSW1,2025/07/01 02:00:00,7723.03,157.08,TRADE
NSW1,2025/07/01 02:05:00,7752.44,157.08,TRADE
NSW1,2025/07/01 02:10:00,7824.89,157.08,TRADE
NSW1,2025/07/01 02:15:00,7803.45,157.08,TRADE
NSW1,2025/07/01 02:20:00,7698.23,143.76,TRADE
NSW1,2025/07/01 02:25:00,7682.28,141.09,TRADE
NSW1,2025/07/01 02:30:00,7677.27,141.67,TRADE
NSW1,2025/07/01 02:35:00,7665.08,157.08,TRADE
NSW1,2025/07/01 02:40:00,7670,139.98,TRADE
NSW1,2025/07/01 02:45:00,7583.82,131.88,TRADE
NSW1,2025/07/01 02:50:00,7605.47,138.95,TRADE
NSW1,2025/07/01 02:55:00,7482.97,109.69,TRADE
NSW1,2025/07/01 03:00:00,7532.75,142.22,TRADE
NSW1,2025/07/01 03:05:00,7521.88,106.92,TRADE
NSW1,2025/07/01 03:10:00,7530.08,109.69,TRADE
NSW1,2025/07/01 03:15:00,7460.76,132.01,TRADE
NSW1,2025/07/01 03:20:00,7427.51,132.52,TRADE
NSW1,2025/07/01 03:25:00,7421.52,109.69,TRADE
NSW1,2025/07/01 03:30:00,7453.65,122.83,TRADE
NSW1,2025/07/01 03:35:00,7430.78,106.92,TRADE
NSW1,2025/07/01 03:40:00,7467.37,132.81,TRADE
NSW1,2025/07/01 03:45:00,7423.23,122.86,TRADE
NSW1,2025/07/01 03:50:00,7406.16,116.07,TRADE
NSW1,2025/07/01 03:55:00,7465.94,106.92,TRADE
NSW1,2025/07/01 04:00:00,7456.08,106.92,TRADE
NSW1,2025/07/01 04:05:00,7478.54,120,TRADE
NSW1,2025/07/01 04:10:00,7565.35,120,TRADE
NSW1,2025/07/01 04:15:00,7558.45,120,TRADE
NSW1,2025/07/01 04:20:00,7604.34,120,TRADE
NSW1,2025/07/01 04:25:00,7590.47,120,TRADE
NSW1,2025/07/01 04:30:00,7584.92,117.02,TRADE
NSW1,2025/07/01 04:35:00,7528.76,106.94,TRADE
NSW1,2025/07/01 04:40:00,7647.66,120,TRADE
NSW1,2025/07/01 04:45:00,7655.76,120,TRADE
NSW1,2025/07/01 04:50:00,7687.92,120,TRADE
NSW1,2025/07/01 04:55:00,7778.02,120,TRADE
NSW1,2025/07/01 05:00:00,7811.81,120,TRADE
NSW1,2025/07/01 05:05:00,7849.2,83.27,TRADE
NSW1,2025/07/01 05:10:00,7923.69,120,TRADE
NSW1,2025/07/01 05:15:00,7961.77,133.19,TRADE
NSW1,2025/07/01 05:20:00,8031.27,129.61,TRADE
NSW1,2025/07/01 05:25:00,8110.95,126.84,TRADE
NSW1,2025/07/01 05:30:00,8071.69,126.72,TRADE
NSW1,2025/07/01 05:35:00,8149.65,160,TRADE
NSW1,2025/07/01 05:40:00,8195.46,126.37,TRADE
